Date_and_Time,In_Total,Out_Total,Date,Hour,Weekend,Public_Holiday
1/1/2023 0:00,118,1722,1,0,TRUE,TRUE
1/1/2023 1:00,448,3061,1,1,TRUE,TRUE
1/1/2023 2:00,778,2150,1,2,TRUE,TRUE
1/1/2023 3:00,1108,1577,1,3,TRUE,TRUE
1/1/2023 4:00,1438,662,1,4,TRUE,TRUE
1/1/2023 5:00,4668,594,1,5,TRUE,TRUE
1/1/2023 6:00,0,0,1,6,TRUE,TRUE
1/1/2023 7:00,0,0,1,7,TRUE,TRUE
1/1/2023 8:00,0,0,1,8,TRUE,TRUE
1/1/2023 9:00,0,0,1,9,TRUE,TRUE
1/1/2023 10:00,4427,1417,1,10,TRUE,TRUE
1/1/2023 11:00,3516.25,1975,1,11,TRUE,TRUE
1/1/2023 12:00,2605.5,2501,1,12,TRUE,TRUE
1/1/2023 13:00,1694.75,2409,1,13,TRUE,TRUE
1/1/2023 14:00,784,2243,1,14,TRUE,TRUE
1/1/2023 15:00,2971,2041,1,15,TRUE,TRUE
1/1/2023 16:00,2056,2294,1,16,TRUE,TRUE
1/1/2023 17:00,2217,2592,1,17,TRUE,TRUE
1/1/2023 18:00,1685,2745,1,18,TRUE,TRUE
1/1/2023 19:00,3756,2797,1,19,TRUE,TRUE
1/1/2023 20:00,2900,2769,1,20,TRUE,TRUE
1/1/2023 21:00,2899,2464,1,21,TRUE,TRUE
1/1/2023 22:00,3403,2207,1,22,TRUE,TRUE
1/1/2023 23:00,2707,1579,1,23,TRUE,TRUE
1/2/2023 0:00,1961,1097,2,0,FALSE,FALSE
1/2/2023 1:00,1309,642,2,1,FALSE,FALSE
1/2/2023 2:00,785,360,2,2,FALSE,FALSE
1/2/2023 3:00,413,263,2,3,FALSE,FALSE
1/2/2023 4:00,304,380,2,4,FALSE,FALSE
1/2/2023 5:00,376.5,756,2,5,FALSE,FALSE
1/2/2023 6:00,449,1542,2,6,FALSE,FALSE
1/2/2023 7:00,4497,3117,2,7,FALSE,FALSE
1/2/2023 8:00,7584,3560,2,8,FALSE,FALSE
1/2/2023 9:00,7904,2710,2,9,FALSE,FALSE
1/2/2023 10:00,5781,2634,2,10,FALSE,FALSE
1/2/2023 11:00,3149,2952,2,11,FALSE,FALSE
1/2/2023 12:00,2111,2793,2,12,FALSE,FALSE
1/2/2023 13:00,2141,3147,2,13,FALSE,FALSE
1/2/2023 14:00,2385,2920,2,14,FALSE,FALSE
1/2/2023 15:00,242,2906,2,15,FALSE,FALSE
1/2/2023 16:00,3933,3976,2,16,FALSE,FALSE
1/2/2023 17:00,3760,4137,2,17,FALSE,FALSE
1/2/2023 18:00,3590,3184,2,18,FALSE,FALSE
1/2/2023 19:00,3259,2868,2,19,FALSE,FALSE
1/2/2023 20:00,3228,2389,2,20,FALSE,FALSE
1/2/2023 21:00,3703,2219,2,21,FALSE,FALSE
1/2/2023 22:00,3618,1819,2,22,FALSE,FALSE
1/2/2023 23:00,3029,1172,2,23,FALSE,FALSE
1/3/2023 0:00,3101,909,3,0,FALSE,FALSE
1/3/2023 1:00,2808,490,3,1,FALSE,FALSE
1/3/2023 2:00,2188,368,3,2,FALSE,FALSE
1/3/2023 3:00,1842,384,3,3,FALSE,FALSE
1/3/2023 4:00,1891,379,3,4,FALSE,FALSE
1/3/2023 5:00,4159,837,3,5,FALSE,FALSE
1/3/2023 6:00,4561,1466,3,6,FALSE,FALSE
1/3/2023 7:00,6463,3287,3,7,FALSE,FALSE
1/3/2023 8:00,5571,3791,3,8,FALSE,FALSE
1/3/2023 9:00,4962,2932,3,9,FALSE,FALSE
1/3/2023 10:00,3727,3014,3,10,FALSE,FALSE
1/3/2023 11:00,2856,3182,3,11,FALSE,FALSE
1/3/2023 12:00,2664,3095,3,12,FALSE,FALSE
1/3/2023 13:00,2466,2976,3,13,FALSE,FALSE
1/3/2023 14:00,2257,2678,3,14,FALSE,FALSE
1/3/2023 15:00,2780,3262,3,15,FALSE,FALSE
1/3/2023 16:00,3054,3995,3,16,FALSE,FALSE
1/3/2023 17:00,3428,4636,3,17,FALSE,FALSE
1/3/2023 18:00,3081,3414,3,18,FALSE,FALSE
1/3/2023 19:00,1796,1875,3,19,FALSE,FALSE
1/3/2023 20:00,1539,1748,3,20,FALSE,FALSE
1/3/2023 21:00,2606,2285,3,21,FALSE,FALSE
1/3/2023 22:00,2283,1718,3,22,FALSE,FALSE
1/3/2023 23:00,1586,1125,3,23,FALSE,FALSE
1/4/2023 0:00,2211,773,4,0,FALSE,FALSE
1/4/2023 1:00,1314,385,4,1,FALSE,FALSE
1/4/2023 2:00,1033,265,4,2,FALSE,FALSE
1/4/2023 3:00,37,283,4,3,FALSE,FALSE
1/4/2023 4:00,262.25,311,4,4,FALSE,FALSE
1/4/2023 5:00,487.5,881,4,5,FALSE,FALSE
1/4/2023 6:00,712.75,1770,4,6,FALSE,FALSE
1/4/2023 7:00,938,3474,4,7,FALSE,FALSE
1/4/2023 8:00,4710,4115,4,8,FALSE,FALSE
1/4/2023 9:00,2949,3100,4,9,FALSE,FALSE
1/4/2023 10:00,2828,3275,4,10,FALSE,FALSE
1/4/2023 11:00,1952,3215,4,11,FALSE,FALSE
1/4/2023 12:00,1388,3433,4,12,FALSE,FALSE
1/4/2023 13:00,824,3187,4,13,FALSE,FALSE
1/4/2023 14:00,62,3319,4,14,FALSE,FALSE
1/4/2023 15:00,3181,3003,4,15,FALSE,FALSE
1/4/2023 16:00,514,3571,4,16,FALSE,FALSE
1/4/2023 17:00,123,4197,4,17,FALSE,FALSE
1/4/2023 18:00,123,3247,4,18,FALSE,FALSE
1/4/2023 19:00,193,2704,4,19,FALSE,FALSE
1/4/2023 20:00,403.8,2174,4,20,FALSE,FALSE
1/4/2023 21:00,614.6,2109,4,21,FALSE,FALSE
1/4/2023 22:00,825.4,1609,4,22,FALSE,FALSE
1/4/2023 23:00,1036.2,979,4,23,FALSE,FALSE
1/5/2023 0:00,1247,666,5,0,FALSE,FALSE
1/5/2023 1:00,6057,420,5,1,FALSE,FALSE
1/5/2023 2:00,4523,266,5,2,FALSE,FALSE
1/5/2023 3:00,4625,295,5,3,FALSE,FALSE
1/5/2023 4:00,4716,303,5,4,FALSE,FALSE
1/5/2023 5:00,4166,733,5,5,FALSE,FALSE
1/5/2023 6:00,227,1759,5,6,FALSE,FALSE
1/5/2023 7:00,656.6666667,3413,5,7,FALSE,FALSE
1/5/2023 8:00,1086.333333,4041,5,8,FALSE,FALSE
1/5/2023 9:00,1516,3473,5,9,FALSE,FALSE
1/5/2023 10:00,6929,3096,5,10,FALSE,FALSE
1/5/2023 11:00,3191,3345,5,11,FALSE,FALSE
1/5/2023 12:00,2215,3366,5,12,FALSE,FALSE
1/5/2023 13:00,2540,3352,5,13,FALSE,FALSE
1/5/2023 14:00,2193,3576,5,14,FALSE,FALSE
1/5/2023 15:00,1223,3169,5,15,FALSE,FALSE
1/5/2023 16:00,243,3916,5,16,FALSE,FALSE
1/5/2023 17:00,300,4588,5,17,FALSE,FALSE
1/5/2023 18:00,551,3841,5,18,FALSE,FALSE
1/5/2023 19:00,2922,3326,5,19,FALSE,FALSE
1/5/2023 20:00,1261,1705,5,20,FALSE,FALSE
1/5/2023 21:00,2267,2447,5,21,FALSE,FALSE
1/5/2023 22:00,4452,1951,5,22,FALSE,FALSE
1/5/2023 23:00,4287,1390,5,23,FALSE,FALSE
1/6/2023 0:00,4820,1088,6,0,FALSE,FALSE
1/6/2023 1:00,6667,829,6,1,FALSE,FALSE
1/6/2023 2:00,6059,464,6,2,FALSE,FALSE
1/6/2023 3:00,1228,395,6,3,FALSE,FALSE
1/6/2023 4:00,6304,334,6,4,FALSE,FALSE
1/6/2023 5:00,7183,867,6,5,FALSE,FALSE
1/6/2023 6:00,7357,1869,6,6,FALSE,FALSE
1/6/2023 7:00,7089,3522,6,7,FALSE,FALSE
1/6/2023 8:00,4904,3883,6,8,FALSE,FALSE
1/6/2023 9:00,2639,3237,6,9,FALSE,FALSE
1/6/2023 10:00,2699,3283,6,10,FALSE,FALSE
1/6/2023 11:00,2190,3475,6,11,FALSE,FALSE
1/6/2023 12:00,1522,2853,6,12,FALSE,FALSE
1/6/2023 13:00,1916,3735,6,13,FALSE,FALSE
1/6/2023 14:00,2251,3515,6,14,FALSE,FALSE
1/6/2023 15:00,2386,3660,6,15,FALSE,FALSE
1/6/2023 16:00,2620,4015,6,16,FALSE,FALSE
1/6/2023 17:00,2866,4606,6,17,FALSE,FALSE
1/6/2023 18:00,2738,3854,6,18,FALSE,FALSE
1/6/2023 19:00,3062,3622,6,19,FALSE,FALSE
1/6/2023 20:00,2635,2931,6,20,FALSE,FALSE
1/6/2023 21:00,2696,2910,6,21,FALSE,FALSE
1/6/2023 22:00,2937,2664,6,22,FALSE,FALSE
1/6/2023 23:00,2088,1951,6,23,FALSE,FALSE
1/7/2023 0:00,1871,1620,7,0,TRUE,FALSE
1/7/2023 1:00,1599,1552,7,1,TRUE,FALSE
1/7/2023 2:00,904,814,7,2,TRUE,FALSE
1/7/2023 3:00,646,616,7,3,TRUE,FALSE
1/7/2023 4:00,501,493,7,4,TRUE,FALSE
1/7/2023 5:00,588,817,7,5,TRUE,FALSE
1/7/2023 6:00,993,1273,7,6,TRUE,FALSE
1/7/2023 7:00,1504,1773,7,7,TRUE,FALSE
1/7/2023 8:00,1613,1930,7,8,TRUE,FALSE
1/7/2023 9:00,1560,2147,7,9,TRUE,FALSE
1/7/2023 10:00,1665,2225,7,10,TRUE,FALSE
1/7/2023 11:00,1815,2602,7,11,TRUE,FALSE
1/7/2023 12:00,1600,2691,7,12,TRUE,FALSE
1/7/2023 13:00,1413,2289,7,13,TRUE,FALSE
1/7/2023 14:00,1573,2563,7,14,TRUE,FALSE
1/7/2023 15:00,1875,3104,7,15,TRUE,FALSE
1/7/2023 16:00,1763,3167,7,16,TRUE,FALSE
1/7/2023 17:00,1825,2935,7,17,TRUE,FALSE
1/7/2023 18:00,1697,2729,7,18,TRUE,FALSE
1/7/2023 19:00,2421,3377,7,19,TRUE,FALSE
1/7/2023 20:00,2822,3628,7,20,TRUE,FALSE
1/7/2023 21:00,3118,3735,7,21,TRUE,FALSE
1/7/2023 22:00,3003,3177,7,22,TRUE,FALSE
1/7/2023 23:00,2715,3110,7,23,TRUE,FALSE
1/8/2023 0:00,2895,2701,8,0,TRUE,FALSE
1/8/2023 1:00,2312,2186,8,1,TRUE,FALSE
1/8/2023 2:00,1748,1444,8,2,TRUE,FALSE
1/8/2023 3:00,1224,1231,8,3,TRUE,FALSE
1/8/2023 4:00,637,788,8,4,TRUE,FALSE
1/8/2023 5:00,513,1008,8,5,TRUE,FALSE
1/8/2023 6:00,0,0,8,6,TRUE,FALSE
1/8/2023 7:00,0,0,8,7,TRUE,FALSE
1/8/2023 8:00,0,0,8,8,TRUE,FALSE
1/8/2023 9:00,0,0,8,9,TRUE,FALSE
1/8/2023 10:00,1478,2190,8,10,TRUE,FALSE
1/8/2023 11:00,1634,2381,8,11,TRUE,FALSE
1/8/2023 12:00,1485,2418,8,12,TRUE,FALSE
1/8/2023 13:00,1529,2544,8,13,TRUE,FALSE
1/8/2023 14:00,1795,2474,8,14,TRUE,FALSE
1/8/2023 15:00,2032,2581,8,15,TRUE,FALSE
1/8/2023 16:00,2296,3012,8,16,TRUE,FALSE
1/8/2023 17:00,2364,2689,8,17,TRUE,FALSE
1/8/2023 18:00,2221,2703,8,18,TRUE,FALSE
1/8/2023 19:00,2743,2754,8,19,TRUE,FALSE
1/8/2023 20:00,2526,2666,8,20,TRUE,FALSE
1/8/2023 21:00,2690,2475,8,21,TRUE,FALSE
1/8/2023 22:00,2339,1933,8,22,TRUE,FALSE
1/8/2023 23:00,1408,1356,8,23,TRUE,FALSE
1/9/2023 0:00,878,935,9,0,FALSE,FALSE
1/9/2023 1:00,685,611,9,1,FALSE,FALSE
1/9/2023 2:00,453,376,9,2,FALSE,FALSE
1/9/2023 3:00,318,395,9,3,FALSE,FALSE
1/9/2023 4:00,377,373,9,4,FALSE,FALSE
1/9/2023 5:00,1054,908,9,5,FALSE,FALSE
1/9/2023 6:00,2464,2045,9,6,FALSE,FALSE
1/9/2023 7:00,3579,3645,9,7,FALSE,FALSE
1/9/2023 8:00,3200,4659,9,8,FALSE,FALSE
1/9/2023 9:00,2997,3483,9,9,FALSE,FALSE
1/9/2023 10:00,2432,3325,9,10,FALSE,FALSE
1/9/2023 11:00,2460,3372,9,11,FALSE,FALSE
1/9/2023 12:00,2235,3502,9,12,FALSE,FALSE
1/9/2023 13:00,2577,3568,9,13,FALSE,FALSE
1/9/2023 14:00,2596,3392,9,14,FALSE,FALSE
1/9/2023 15:00,2413,3595,9,15,FALSE,FALSE
1/9/2023 16:00,2620,4208,9,16,FALSE,FALSE
1/9/2023 17:00,1632,2766,9,17,FALSE,FALSE
1/9/2023 18:00,2616,3080,9,18,FALSE,FALSE
1/9/2023 19:00,2047,2487,9,19,FALSE,FALSE
1/9/2023 20:00,1343,1737,9,20,FALSE,FALSE
1/9/2023 21:00,2203,2642,9,21,FALSE,FALSE
1/9/2023 22:00,1829,1917,9,22,FALSE,FALSE
1/9/2023 23:00,1195,1207,9,23,FALSE,FALSE
1/10/2023 0:00,883,919,10,0,FALSE,FALSE
1/10/2023 1:00,544,642,10,1,FALSE,FALSE
1/10/2023 2:00,466,447,10,2,FALSE,FALSE
1/10/2023 3:00,66,416,10,3,FALSE,FALSE
1/10/2023 4:00,2084,356,10,4,FALSE,FALSE
1/10/2023 5:00,1909,777,10,5,FALSE,FALSE
1/10/2023 6:00,2278,2003,10,6,FALSE,FALSE
1/10/2023 7:00,3605,3431,10,7,FALSE,FALSE
1/10/2023 8:00,3765,4302,10,8,FALSE,FALSE
1/10/2023 9:00,2999,3234,10,9,FALSE,FALSE
1/10/2023 10:00,2630,3554,10,10,FALSE,FALSE
1/10/2023 11:00,2563,3519,10,11,FALSE,FALSE
1/10/2023 12:00,2105,3443,10,12,FALSE,FALSE
1/10/2023 13:00,2460,3607,10,13,FALSE,FALSE
1/10/2023 14:00,2331,3466,10,14,FALSE,FALSE
1/10/2023 15:00,2497,3848,10,15,FALSE,FALSE
1/10/2023 16:00,1819,3039,10,16,FALSE,FALSE
1/10/2023 17:00,2504,3886,10,17,FALSE,FALSE
1/10/2023 18:00,2904,3988,10,18,FALSE,FALSE
1/10/2023 19:00,2781,3322,10,19,FALSE,FALSE
1/10/2023 20:00,2313,2718,10,20,FALSE,FALSE
1/10/2023 21:00,2476,2586,10,21,FALSE,FALSE
1/10/2023 22:00,2225,2147,10,22,FALSE,FALSE
1/10/2023 23:00,1350,1428,10,23,FALSE,FALSE
1/11/2023 0:00,1004,1061,11,0,FALSE,FALSE
1/11/2023 1:00,712,682,11,1,FALSE,FALSE
1/11/2023 2:00,522,507,11,2,FALSE,FALSE
1/11/2023 3:00,367,475,11,3,FALSE,FALSE
1/11/2023 4:00,310,385,11,4,FALSE,FALSE
1/11/2023 5:00,962,912,11,5,FALSE,FALSE
1/11/2023 6:00,2585,1987,11,6,FALSE,FALSE
1/11/2023 7:00,3620,3586,11,7,FALSE,FALSE
1/11/2023 8:00,3805,4427,11,8,FALSE,FALSE
1/11/2023 9:00,2991,3999,11,9,FALSE,FALSE
1/11/2023 10:00,2471,2678,11,10,FALSE,FALSE
1/11/2023 11:00,2376,479,11,11,FALSE,FALSE
1/11/2023 12:00,2392,81,11,12,FALSE,FALSE
1/11/2023 13:00,2219,292,11,13,FALSE,FALSE
1/11/2023 14:00,2270,933,11,14,FALSE,FALSE
1/11/2023 15:00,2649,1000,11,15,FALSE,FALSE
1/11/2023 16:00,2834,936,11,16,FALSE,FALSE
1/11/2023 17:00,3193,1195,11,17,FALSE,FALSE
1/11/2023 18:00,2601,2390,11,18,FALSE,FALSE
1/11/2023 19:00,1712,2046,11,19,FALSE,FALSE
1/11/2023 20:00,765,918,11,20,FALSE,FALSE
1/11/2023 21:00,2595,2616,11,21,FALSE,FALSE
1/11/2023 22:00,2307,2275,11,22,FALSE,FALSE
1/11/2023 23:00,1469,1531,11,23,FALSE,FALSE
1/12/2023 0:00,1121,1016,12,0,FALSE,FALSE
1/12/2023 1:00,897,808,12,1,FALSE,FALSE
1/12/2023 2:00,559,539,12,2,FALSE,FALSE
1/12/2023 3:00,375,383,12,3,FALSE,FALSE
1/12/2023 4:00,370,384,12,4,FALSE,FALSE
1/12/2023 5:00,949,885,12,5,FALSE,FALSE
1/12/2023 6:00,2363,1975,12,6,FALSE,FALSE
1/12/2023 7:00,3520,3588,12,7,FALSE,FALSE
1/12/2023 8:00,3550,4435,12,8,FALSE,FALSE
1/12/2023 9:00,3054,3566,12,9,FALSE,FALSE
1/12/2023 10:00,2640,3340,12,10,FALSE,FALSE
1/12/2023 11:00,1359,1997,12,11,FALSE,FALSE
1/12/2023 12:00,2312,3378,12,12,FALSE,FALSE
1/12/2023 13:00,2150,3412,12,13,FALSE,FALSE
1/12/2023 14:00,1975,2543,12,14,FALSE,FALSE
1/12/2023 15:00,2784,3419,12,15,FALSE,FALSE
1/12/2023 16:00,3001,4122,12,16,FALSE,FALSE
1/12/2023 17:00,3103,4619,12,17,FALSE,FALSE
1/12/2023 18:00,3047,3940,12,18,FALSE,FALSE
1/12/2023 19:00,2673,3495,12,19,FALSE,FALSE
1/12/2023 20:00,2377,2701,12,20,FALSE,FALSE
1/12/2023 21:00,2690,2635,12,21,FALSE,FALSE
1/12/2023 22:00,2323,2251,12,22,FALSE,FALSE
1/12/2023 23:00,1518,1493,12,23,FALSE,FALSE
1/13/2023 0:00,1117,1232,13,0,FALSE,FALSE
1/13/2023 1:00,811,856,13,1,FALSE,FALSE
1/13/2023 2:00,611,564,13,2,FALSE,FALSE
1/13/2023 3:00,370,460,13,3,FALSE,FALSE
1/13/2023 4:00,303,388,13,4,FALSE,FALSE
1/13/2023 5:00,1024,928,13,5,FALSE,FALSE
1/13/2023 6:00,2410,2159,13,6,FALSE,FALSE
1/13/2023 7:00,4016,3778,13,7,FALSE,FALSE
1/13/2023 8:00,5273,4286,13,8,FALSE,FALSE
1/13/2023 9:00,1868,3499,13,9,FALSE,FALSE
1/13/2023 10:00,1518.5,3453,13,10,FALSE,FALSE
1/13/2023 11:00,1169,3398,13,11,FALSE,FALSE
1/13/2023 12:00,819.5,3042,13,12,FALSE,FALSE
1/13/2023 13:00,470,3722,13,13,FALSE,FALSE
1/13/2023 14:00,2413,3697,13,14,FALSE,FALSE
1/13/2023 15:00,4193,3613,13,15,FALSE,FALSE
1/13/2023 16:00,7127,3960,13,16,FALSE,FALSE
1/13/2023 17:00,5984,4538,13,17,FALSE,FALSE
1/13/2023 18:00,8729,3829,13,18,FALSE,FALSE
1/13/2023 19:00,9182,2314,13,19,FALSE,FALSE
1/13/2023 20:00,8642,2538,13,20,FALSE,FALSE
1/13/2023 21:00,8503,3182,13,21,FALSE,FALSE
1/13/2023 22:00,7936,2572,13,22,FALSE,FALSE
1/13/2023 23:00,4351,1774,13,23,FALSE,FALSE
1/14/2023 0:00,5692,1629,14,0,TRUE,FALSE
1/14/2023 1:00,6055,1376,14,1,TRUE,FALSE
1/14/2023 2:00,5201,969,14,2,TRUE,FALSE
1/14/2023 3:00,5171,595,14,3,TRUE,FALSE
1/14/2023 4:00,4753,516,14,4,TRUE,FALSE
1/14/2023 5:00,4276,720,14,5,TRUE,FALSE
1/14/2023 6:00,5510,1419,14,6,TRUE,FALSE
1/14/2023 7:00,5666,1849,14,7,TRUE,FALSE
1/14/2023 8:00,3469,1803,14,8,TRUE,FALSE
1/14/2023 9:00,1896,1259,14,9,TRUE,FALSE
1/14/2023 10:00,1734,1150,14,10,TRUE,FALSE
1/14/2023 11:00,1701,1227,14,11,TRUE,FALSE
1/14/2023 12:00,1660,1827,14,12,TRUE,FALSE
1/14/2023 13:00,1768,2750,14,13,TRUE,FALSE
1/14/2023 14:00,2027,2912,14,14,TRUE,FALSE
1/14/2023 15:00,1960,3045,14,15,TRUE,FALSE
1/14/2023 16:00,1930,3307,14,16,TRUE,FALSE
1/14/2023 17:00,1869,3219,14,17,TRUE,FALSE
1/14/2023 18:00,1764,3127,14,18,TRUE,FALSE
1/14/2023 19:00,1948,3195,14,19,TRUE,FALSE
1/14/2023 20:00,2815,3807,14,20,TRUE,FALSE
1/14/2023 21:00,2659,3604,14,21,TRUE,FALSE
1/14/2023 22:00,3227,3533,14,22,TRUE,FALSE
1/14/2023 23:00,2348,2743,14,23,TRUE,FALSE
1/15/2023 0:00,2764,2567,15,0,TRUE,FALSE
1/15/2023 1:00,2173,2322,15,1,TRUE,FALSE
1/15/2023 2:00,1736,1385,15,2,TRUE,FALSE
1/15/2023 3:00,1124,1131,15,3,TRUE,FALSE
1/15/2023 4:00,602,588,15,4,TRUE,FALSE
1/15/2023 5:00,440,957,15,5,TRUE,FALSE
1/15/2023 6:00,0,0,15,6,TRUE,FALSE
1/15/2023 7:00,0,0,15,7,TRUE,FALSE
1/15/2023 8:00,0,0,15,8,TRUE,FALSE
1/15/2023 9:00,0,0,15,9,TRUE,FALSE
1/15/2023 10:00,1342,1992,15,10,TRUE,FALSE
1/15/2023 11:00,1605,2232,15,11,TRUE,FALSE
1/15/2023 12:00,1500,2395,15,12,TRUE,FALSE
1/15/2023 13:00,1513,2386,15,13,TRUE,FALSE
1/15/2023 14:00,1700,2394,15,14,TRUE,FALSE
1/15/2023 15:00,1763,2359,15,15,TRUE,FALSE
1/15/2023 16:00,2107,2808,15,16,TRUE,FALSE
1/15/2023 17:00,2236,2801,15,17,TRUE,FALSE
1/15/2023 18:00,2254,2808,15,18,TRUE,FALSE
1/15/2023 19:00,2404,2698,15,19,TRUE,FALSE
1/15/2023 20:00,2609,2687,15,20,TRUE,FALSE
1/15/2023 21:00,2651,2551,15,21,TRUE,FALSE
1/15/2023 22:00,2332,2116,15,22,TRUE,FALSE
1/15/2023 23:00,1086,1238,15,23,TRUE,FALSE
1/16/2023 0:00,324,902,16,0,FALSE,FALSE
1/16/2023 1:00,218,506,16,1,FALSE,FALSE
1/16/2023 2:00,417,359,16,2,FALSE,FALSE
1/16/2023 3:00,81,409,16,3,FALSE,FALSE
1/16/2023 4:00,98,373,16,4,FALSE,FALSE
1/16/2023 5:00,938,922,16,5,FALSE,FALSE
1/16/2023 6:00,2522,2026,16,6,FALSE,FALSE
1/16/2023 7:00,3672,3714,16,7,FALSE,FALSE
1/16/2023 8:00,3186,4346,16,8,FALSE,FALSE
1/16/2023 9:00,2708,2937,16,9,FALSE,FALSE
1/16/2023 10:00,1151,2303,16,10,FALSE,FALSE
1/16/2023 11:00,166,2450,16,11,FALSE,FALSE
1/16/2023 12:00,236.6666667,2324,16,12,FALSE,FALSE
1/16/2023 13:00,307.3333333,2301,16,13,FALSE,FALSE
1/16/2023 14:00,378,1649,16,14,FALSE,FALSE
1/16/2023 15:00,1070,2159,16,15,FALSE,FALSE
1/16/2023 16:00,3704,3569,16,16,FALSE,FALSE
1/16/2023 17:00,3121,4544,16,17,FALSE,FALSE
1/16/2023 18:00,2840,3127,16,18,FALSE,FALSE
1/16/2023 19:00,1703,2128,16,19,FALSE,FALSE
1/16/2023 20:00,1993,1411,16,20,FALSE,FALSE
1/16/2023 21:00,2497,1574,16,21,FALSE,FALSE
1/16/2023 22:00,2195,1731,16,22,FALSE,FALSE
1/16/2023 23:00,1749,963,16,23,FALSE,FALSE
1/17/2023 0:00,1159,747,17,0,FALSE,FALSE
1/17/2023 1:00,858,609,17,1,FALSE,FALSE
1/17/2023 2:00,794,363,17,2,FALSE,FALSE
1/17/2023 3:00,875,297,17,3,FALSE,FALSE
1/17/2023 4:00,846,329,17,4,FALSE,FALSE
1/17/2023 5:00,1595,783,17,5,FALSE,FALSE
1/17/2023 6:00,2765,1786,17,6,FALSE,FALSE
1/17/2023 7:00,3548,3562,17,7,FALSE,FALSE
1/17/2023 8:00,3771,4029,17,8,FALSE,FALSE
1/17/2023 9:00,2920,3205,17,9,FALSE,FALSE
1/17/2023 10:00,2767,2741,17,10,FALSE,FALSE
1/17/2023 11:00,2521,2833,17,11,FALSE,FALSE
1/17/2023 12:00,1878,2910,17,12,FALSE,FALSE
1/17/2023 13:00,2291,2910,17,13,FALSE,FALSE
1/17/2023 14:00,2633,2968,17,14,FALSE,FALSE
1/17/2023 15:00,2304,3054,17,15,FALSE,FALSE
1/17/2023 16:00,2297,3990,17,16,FALSE,FALSE
1/17/2023 17:00,3046,4381,17,17,FALSE,FALSE
1/17/2023 18:00,3300,3563,17,18,FALSE,FALSE
1/17/2023 19:00,2861,3213,17,19,FALSE,FALSE
1/17/2023 20:00,2219,2370,17,20,FALSE,FALSE
1/17/2023 21:00,2429,1926,17,21,FALSE,FALSE
1/17/2023 22:00,2168,1463,17,22,FALSE,FALSE
1/17/2023 23:00,1287,1109,17,23,FALSE,FALSE
1/18/2023 0:00,967,657,18,0,FALSE,FALSE
1/18/2023 1:00,689,448,18,1,FALSE,FALSE
1/18/2023 2:00,525,285,18,2,FALSE,FALSE
1/18/2023 3:00,348,309,18,3,FALSE,FALSE
1/18/2023 4:00,327,279,18,4,FALSE,FALSE
1/18/2023 5:00,1001,671,18,5,FALSE,FALSE
1/18/2023 6:00,2436,1807,18,6,FALSE,FALSE
1/18/2023 7:00,3610,3526,18,7,FALSE,FALSE
1/18/2023 8:00,3499,3888,18,8,FALSE,FALSE
1/18/2023 9:00,2593,3298,18,9,FALSE,FALSE
1/18/2023 10:00,2348,2952,18,10,FALSE,FALSE
1/18/2023 11:00,2174,2911,18,11,FALSE,FALSE
1/18/2023 12:00,1778,2892,18,12,FALSE,FALSE
1/18/2023 13:00,2371,3175,18,13,FALSE,FALSE
1/18/2023 14:00,2158,2716,18,14,FALSE,FALSE
1/18/2023 15:00,2444,3032,18,15,FALSE,FALSE
1/18/2023 16:00,2580,3886,18,16,FALSE,FALSE
1/18/2023 17:00,3314,4590,18,17,FALSE,FALSE
1/18/2023 18:00,3158,3596,18,18,FALSE,FALSE
1/18/2023 19:00,2796,3307,18,19,FALSE,FALSE
1/18/2023 20:00,2501,2539,18,20,FALSE,FALSE
1/18/2023 21:00,2454,2306,18,21,FALSE,FALSE
1/18/2023 22:00,2193,1751,18,22,FALSE,FALSE
1/18/2023 23:00,1319,1054,18,23,FALSE,FALSE
1/19/2023 0:00,842,721,19,0,FALSE,FALSE
1/19/2023 1:00,609,490,19,1,FALSE,FALSE
1/19/2023 2:00,479,323,19,2,FALSE,FALSE
1/19/2023 3:00,460,233,19,3,FALSE,FALSE
1/19/2023 4:00,316,252,19,4,FALSE,FALSE
1/19/2023 5:00,370,489,19,5,FALSE,FALSE
1/19/2023 6:00,143,1749,19,6,FALSE,FALSE
1/19/2023 7:00,2905,3489,19,7,FALSE,FALSE
1/19/2023 8:00,3609,3858,19,8,FALSE,FALSE
1/19/2023 9:00,2868,3225,19,9,FALSE,FALSE
1/19/2023 10:00,2522,3007,19,10,FALSE,FALSE
1/19/2023 11:00,2315,2834,19,11,FALSE,FALSE
1/19/2023 12:00,2233,3018,19,12,FALSE,FALSE
1/19/2023 13:00,2343,2956,19,13,FALSE,FALSE
1/19/2023 14:00,2096,2980,19,14,FALSE,FALSE
1/19/2023 15:00,2142,2910,19,15,FALSE,FALSE
1/19/2023 16:00,2577,3899,19,16,FALSE,FALSE
1/19/2023 17:00,2809,4212,19,17,FALSE,FALSE
1/19/2023 18:00,2967,3735,19,18,FALSE,FALSE
1/19/2023 19:00,2817,3207,19,19,FALSE,FALSE
1/19/2023 20:00,2209,2553,19,20,FALSE,FALSE
1/19/2023 21:00,2478,2327,19,21,FALSE,FALSE
1/19/2023 22:00,2330,1815,19,22,FALSE,FALSE
