Date_and_Time,In_Total,Out_Total,Date,Hour,Weekend,Public_Holiday
3/14/2023 22:00,1085,1431,14,22,FALSE,FALSE
3/14/2023 23:00,1440,874,14,23,FALSE,FALSE
3/15/2023 0:00,793,567,15,0,FALSE,FALSE
3/15/2023 1:00,1518,385,15,1,FALSE,FALSE
3/15/2023 2:00,1059,218,15,2,FALSE,FALSE
3/15/2023 3:00,1180,260,15,3,FALSE,FALSE
3/15/2023 4:00,747,256,15,4,FALSE,FALSE
3/15/2023 5:00,2684,646,15,5,FALSE,FALSE
3/15/2023 6:00,5673,1602,15,6,FALSE,FALSE
3/15/2023 7:00,3867,3363,15,7,FALSE,FALSE
3/15/2023 8:00,2636.666667,4188,15,8,FALSE,FALSE
3/15/2023 9:00,1406.333333,3333,15,9,FALSE,FALSE
3/15/2023 10:00,176,2861,15,10,FALSE,FALSE
3/15/2023 11:00,3279,2763,15,11,FALSE,FALSE
3/15/2023 12:00,2320,2487,15,12,FALSE,FALSE
3/15/2023 13:00,1047,2623,15,13,FALSE,FALSE
3/15/2023 14:00,586.5,2589,15,14,FALSE,FALSE
3/15/2023 15:00,126,2886,15,15,FALSE,FALSE
3/15/2023 16:00,2979,3736,15,16,FALSE,FALSE
3/15/2023 17:00,5671,4229,15,17,FALSE,FALSE
3/15/2023 18:00,6913,3236,15,18,FALSE,FALSE
3/15/2023 19:00,7290,2854,15,19,FALSE,FALSE
3/15/2023 20:00,5284,2277,15,20,FALSE,FALSE
3/15/2023 21:00,7568,2148,15,21,FALSE,FALSE
3/15/2023 22:00,8045,1598,15,22,FALSE,FALSE
3/15/2023 23:00,8055,929,15,23,FALSE,FALSE
3/16/2023 0:00,8122,671,16,0,FALSE,FALSE
3/16/2023 1:00,8128,431,16,1,FALSE,FALSE
3/16/2023 2:00,7226,301,16,2,FALSE,FALSE
3/16/2023 3:00,7016,253,16,3,FALSE,FALSE
3/16/2023 4:00,6998,375,16,4,FALSE,FALSE
3/16/2023 5:00,7166,737,16,5,FALSE,FALSE
3/16/2023 6:00,7773,1828,16,6,FALSE,FALSE
3/16/2023 7:00,8275,3761,16,7,FALSE,FALSE
3/16/2023 8:00,4523,3883,16,8,FALSE,FALSE
3/16/2023 9:00,1587,3189,16,9,FALSE,FALSE
3/16/2023 10:00,1975,2916,16,10,FALSE,FALSE
3/16/2023 11:00,1869,2895,16,11,FALSE,FALSE
3/16/2023 12:00,1873,2791,16,12,FALSE,FALSE
3/16/2023 13:00,1775,2804,16,13,FALSE,FALSE
3/16/2023 14:00,1617,2954,16,14,FALSE,FALSE
3/16/2023 15:00,2141,3018,16,15,FALSE,FALSE
3/16/2023 16:00,1799,3813,16,16,FALSE,FALSE
3/16/2023 17:00,3136,4281,16,17,FALSE,FALSE
3/16/2023 18:00,3172,3722,16,18,FALSE,FALSE
3/16/2023 19:00,2945,3089,16,19,FALSE,FALSE
3/16/2023 20:00,2318,2443,16,20,FALSE,FALSE
3/16/2023 21:00,2553,2277,16,21,FALSE,FALSE
3/16/2023 22:00,2275,1630,16,22,FALSE,FALSE
3/16/2023 23:00,1496,1157,16,23,FALSE,FALSE
3/17/2023 0:00,1084,833,17,0,FALSE,FALSE
3/17/2023 1:00,716,586,17,1,FALSE,FALSE
3/17/2023 2:00,580,390,17,2,FALSE,FALSE
3/17/2023 3:00,372,312,17,3,FALSE,FALSE
3/17/2023 4:00,331,396,17,4,FALSE,FALSE
3/17/2023 5:00,943,683,17,5,FALSE,FALSE
3/17/2023 6:00,2467,1786,17,6,FALSE,FALSE
3/17/2023 7:00,3452,3746,17,7,FALSE,FALSE
3/17/2023 8:00,2973,3735,17,8,FALSE,FALSE
3/17/2023 9:00,2465,3135,17,9,FALSE,FALSE
3/17/2023 10:00,2179,2744,17,10,FALSE,FALSE
3/17/2023 11:00,1986,2957,17,11,FALSE,FALSE
3/17/2023 12:00,1552,2297,17,12,FALSE,FALSE
3/17/2023 13:00,2307,3041,17,13,FALSE,FALSE
3/17/2023 14:00,1967,3023,17,14,FALSE,FALSE
3/17/2023 15:00,1821,3263,17,15,FALSE,FALSE
3/17/2023 16:00,2115,3525,17,16,FALSE,FALSE
3/17/2023 17:00,3085,4246,17,17,FALSE,FALSE
3/17/2023 18:00,3406,3724,17,18,FALSE,FALSE
3/17/2023 19:00,2690,3131,17,19,FALSE,FALSE
3/17/2023 20:00,2456,2596,17,20,FALSE,FALSE
3/17/2023 21:00,2881,2457,17,21,FALSE,FALSE
3/17/2023 22:00,2801,2008,17,22,FALSE,FALSE
3/17/2023 23:00,2581,2002,17,23,FALSE,FALSE
3/18/2023 0:00,1831,1365,18,0,TRUE,FALSE
3/18/2023 1:00,1233,1111,18,1,TRUE,FALSE
3/18/2023 2:00,927,727,18,2,TRUE,FALSE
3/18/2023 3:00,540,470,18,3,TRUE,FALSE
3/18/2023 4:00,494,431,18,4,TRUE,FALSE
3/18/2023 5:00,576,664,18,5,TRUE,FALSE
3/18/2023 6:00,1027,1043,18,6,TRUE,FALSE
3/18/2023 7:00,1586,1460,18,7,TRUE,FALSE
3/18/2023 8:00,1692,1912,18,8,TRUE,FALSE
3/18/2023 9:00,1945,2013,18,9,TRUE,FALSE
3/18/2023 10:00,1968,2091,18,10,TRUE,FALSE
3/18/2023 11:00,2013,2429,18,11,TRUE,FALSE
3/18/2023 12:00,2279,2597,18,12,TRUE,FALSE
3/18/2023 13:00,1920,2048,18,13,TRUE,FALSE
3/18/2023 14:00,2147,2538,18,14,TRUE,FALSE
3/18/2023 15:00,2428,2611,18,15,TRUE,FALSE
3/18/2023 16:00,2627,2986,18,16,TRUE,FALSE
3/18/2023 17:00,2209,2737,18,17,TRUE,FALSE
3/18/2023 18:00,2128,2507,18,18,TRUE,FALSE
3/18/2023 19:00,2237,2505,18,19,TRUE,FALSE
3/18/2023 20:00,2758,2805,18,20,TRUE,FALSE
3/18/2023 21:00,3175,2177,18,21,TRUE,FALSE
3/18/2023 22:00,2970,2005,18,22,TRUE,FALSE
3/18/2023 23:00,2710,1532,18,23,TRUE,FALSE
3/19/2023 0:00,2789,1547,19,0,TRUE,FALSE
3/19/2023 1:00,2109,1008,19,1,TRUE,FALSE
3/19/2023 2:00,1397,734,19,2,TRUE,FALSE
3/19/2023 3:00,837,327,19,3,TRUE,FALSE
3/19/2023 4:00,569,262,19,4,TRUE,FALSE
3/19/2023 5:00,448,387,19,5,TRUE,FALSE
3/19/2023 6:00,0,0,19,6,TRUE,FALSE
3/19/2023 7:00,0,0,19,7,TRUE,FALSE
3/19/2023 8:00,0,0,19,8,TRUE,FALSE
3/19/2023 9:00,0,0,19,9,TRUE,FALSE
3/19/2023 10:00,1625,1316,19,10,TRUE,FALSE
3/19/2023 11:00,1790,1779,19,11,TRUE,FALSE
3/19/2023 12:00,1838,1831,19,12,TRUE,FALSE
3/19/2023 13:00,1847,1867,19,13,TRUE,FALSE
3/19/2023 14:00,1952,1790,19,14,TRUE,FALSE
3/19/2023 15:00,2191,1883,19,15,TRUE,FALSE
3/19/2023 16:00,2878,2047,19,16,TRUE,FALSE
3/19/2023 17:00,2524,2036,19,17,TRUE,FALSE
3/19/2023 18:00,2406,1877,19,18,TRUE,FALSE
3/19/2023 19:00,2593,1884,19,19,TRUE,FALSE
3/19/2023 20:00,2447,1708,19,20,TRUE,FALSE
3/19/2023 21:00,2565,1418,19,21,TRUE,FALSE
3/19/2023 22:00,2173,1104,19,22,TRUE,FALSE
3/19/2023 23:00,1348,846,19,23,TRUE,FALSE
3/20/2023 0:00,1074,599,20,0,FALSE,FALSE
3/20/2023 1:00,622,451,20,1,FALSE,FALSE
3/20/2023 2:00,385,217,20,2,FALSE,FALSE
3/20/2023 3:00,325,193,20,3,FALSE,FALSE
3/20/2023 4:00,391,251,20,4,FALSE,FALSE
3/20/2023 5:00,1039,542,20,5,FALSE,FALSE
3/20/2023 6:00,2570,1585,20,6,FALSE,FALSE
3/20/2023 7:00,3537,2932,20,7,FALSE,FALSE
3/20/2023 8:00,3096,3462,20,8,FALSE,FALSE
3/20/2023 9:00,2570,3084,20,9,FALSE,FALSE
3/20/2023 10:00,2394,2099,20,10,FALSE,FALSE
3/20/2023 11:00,2093,1992,20,11,FALSE,FALSE
3/20/2023 12:00,2102,2032,20,12,FALSE,FALSE
3/20/2023 13:00,2046,1874,20,13,FALSE,FALSE
3/20/2023 14:00,2215,1969,20,14,FALSE,FALSE
3/20/2023 15:00,1787,1654,20,15,FALSE,FALSE
3/20/2023 16:00,1735,2056,20,16,FALSE,FALSE
3/20/2023 17:00,2028,2222,20,17,FALSE,FALSE
3/20/2023 18:00,1599,3026,20,18,FALSE,FALSE
3/20/2023 19:00,2340,1876,20,19,FALSE,FALSE
3/20/2023 20:00,2073,1980,20,20,FALSE,FALSE
3/20/2023 21:00,2330,1779,20,21,FALSE,FALSE
3/20/2023 22:00,2119,1310,20,22,FALSE,FALSE
3/20/2023 23:00,1290,851,20,23,FALSE,FALSE
3/21/2023 0:00,954,723,21,0,FALSE,FALSE
3/21/2023 1:00,575,374,21,1,FALSE,FALSE
3/21/2023 2:00,469,263,21,2,FALSE,FALSE
3/21/2023 3:00,332,293,21,3,FALSE,FALSE
3/21/2023 4:00,330,257,21,4,FALSE,FALSE
3/21/2023 5:00,857,560,21,5,FALSE,FALSE
3/21/2023 6:00,2443,1599,21,6,FALSE,FALSE
3/21/2023 7:00,3297,3433,21,7,FALSE,FALSE
3/21/2023 8:00,3136,3510,21,8,FALSE,FALSE
3/21/2023 9:00,1678,2826,21,9,FALSE,FALSE
3/21/2023 10:00,2074,2561,21,10,FALSE,FALSE
3/21/2023 11:00,2324,2572,21,11,FALSE,FALSE
3/21/2023 12:00,2120,2533,21,12,FALSE,FALSE
3/21/2023 13:00,2157,2760,21,13,FALSE,FALSE
3/21/2023 14:00,2398,2854,21,14,FALSE,FALSE
3/21/2023 15:00,2165,2819,21,15,FALSE,FALSE
3/21/2023 16:00,2760,3464,21,16,FALSE,FALSE
3/21/2023 17:00,3666,4021,21,17,FALSE,FALSE
3/21/2023 18:00,3518,3239,21,18,FALSE,FALSE
3/21/2023 19:00,3224,3012,21,19,FALSE,FALSE
3/21/2023 20:00,2762,2536,21,20,FALSE,FALSE
3/21/2023 21:00,2902,2186,21,21,FALSE,FALSE
3/21/2023 22:00,2689,1599,21,22,FALSE,FALSE
3/21/2023 23:00,1827,1181,21,23,FALSE,FALSE
3/22/2023 0:00,1432,935,22,0,FALSE,TRUE
3/22/2023 1:00,980,681,22,1,FALSE,TRUE
3/22/2023 2:00,793,432,22,2,FALSE,TRUE
3/22/2023 3:00,539,376,22,3,FALSE,TRUE
3/22/2023 4:00,426,299,22,4,FALSE,TRUE
3/22/2023 5:00,474,481,22,5,FALSE,TRUE
3/22/2023 6:00,810,647,22,6,FALSE,TRUE
3/22/2023 7:00,1079,1040,22,7,FALSE,TRUE
3/22/2023 8:00,1186,1097,22,8,FALSE,TRUE
3/22/2023 9:00,1304,1299,22,9,FALSE,TRUE
3/22/2023 10:00,1431,1504,22,10,FALSE,TRUE
3/22/2023 11:00,1653,1813,22,11,FALSE,TRUE
3/22/2023 12:00,1639,1869,22,12,FALSE,TRUE
3/22/2023 13:00,1754,1917,22,13,FALSE,TRUE
3/22/2023 14:00,2037,1902,22,14,FALSE,TRUE
3/22/2023 15:00,2004,1911,22,15,FALSE,TRUE
3/22/2023 16:00,2236,1964,22,16,FALSE,TRUE
3/22/2023 17:00,2448,1913,22,17,FALSE,TRUE
3/22/2023 18:00,2233,1737,22,18,FALSE,TRUE
3/22/2023 19:00,1950,1673,22,19,FALSE,TRUE
3/22/2023 20:00,1808,1401,22,20,FALSE,TRUE
3/22/2023 21:00,1955,1595,22,21,FALSE,TRUE
3/22/2023 22:00,1991,1353,22,22,FALSE,TRUE
3/22/2023 23:00,1381,922,22,23,FALSE,TRUE
3/23/2023 0:00,811,609,23,0,FALSE,FALSE
3/23/2023 1:00,710,409,23,1,FALSE,FALSE
3/23/2023 2:00,459,212,23,2,FALSE,FALSE
3/23/2023 3:00,179,164,23,3,FALSE,FALSE
3/23/2023 4:00,350,171,23,4,FALSE,FALSE
3/23/2023 5:00,1726,341,23,5,FALSE,FALSE
3/23/2023 6:00,2116,857,23,6,FALSE,FALSE
3/23/2023 7:00,1048,1732,23,7,FALSE,FALSE
3/23/2023 8:00,539,1792,23,8,FALSE,FALSE
3/23/2023 9:00,294,1576,23,9,FALSE,FALSE
3/23/2023 10:00,874,1445,23,10,FALSE,FALSE
3/23/2023 11:00,1194,1688,23,11,FALSE,FALSE
3/23/2023 12:00,2058,1631,23,12,FALSE,FALSE
3/23/2023 13:00,2911,1703,23,13,FALSE,FALSE
3/23/2023 14:00,1871,1598,23,14,FALSE,FALSE
3/23/2023 15:00,1759,1740,23,15,FALSE,FALSE
3/23/2023 16:00,2064,2167,23,16,FALSE,FALSE
3/23/2023 17:00,2327,2037,23,17,FALSE,FALSE
3/23/2023 18:00,1431,1254,23,18,FALSE,FALSE
3/23/2023 19:00,1675,1320,23,19,FALSE,FALSE
3/23/2023 20:00,1566,1327,23,20,FALSE,FALSE
3/23/2023 21:00,1643,1192,23,21,FALSE,FALSE
3/23/2023 22:00,1651,1048,23,22,FALSE,FALSE
3/23/2023 23:00,969,701,23,23,FALSE,FALSE
3/24/2023 0:00,796,445,24,0,FALSE,FALSE
3/24/2023 1:00,524,290,24,1,FALSE,FALSE
3/24/2023 2:00,330,216,24,2,FALSE,FALSE
3/24/2023 3:00,187,186,24,3,FALSE,FALSE
3/24/2023 4:00,242,153,24,4,FALSE,FALSE
3/24/2023 5:00,954,523,24,5,FALSE,FALSE
3/24/2023 6:00,2597,1571,24,6,FALSE,FALSE
3/24/2023 7:00,3389,3041,24,7,FALSE,FALSE
3/24/2023 8:00,3021,3028,24,8,FALSE,FALSE
3/24/2023 9:00,2225,2411,24,9,FALSE,FALSE
3/24/2023 10:00,2022,2338,24,10,FALSE,FALSE
3/24/2023 11:00,2151,2350,24,11,FALSE,FALSE
3/24/2023 12:00,1658,1940,24,12,FALSE,FALSE
3/24/2023 13:00,2216,2573,24,13,FALSE,FALSE
3/24/2023 14:00,2507,2835,24,14,FALSE,FALSE
3/24/2023 15:00,2361,3136,24,15,FALSE,FALSE
3/24/2023 16:00,3357,3957,24,16,FALSE,FALSE
3/24/2023 17:00,3496,3194,24,17,FALSE,FALSE
3/24/2023 18:00,2282,2082,24,18,FALSE,FALSE
3/24/2023 19:00,2258,2208,24,19,FALSE,FALSE
3/24/2023 20:00,2037,1877,24,20,FALSE,FALSE
3/24/2023 21:00,2176,1604,24,21,FALSE,FALSE
3/24/2023 22:00,2069,1489,24,22,FALSE,FALSE
3/24/2023 23:00,1513,1000,24,23,FALSE,FALSE
3/25/2023 0:00,1353,794,25,0,TRUE,FALSE
3/25/2023 1:00,884,615,25,1,TRUE,FALSE
3/25/2023 2:00,554,288,25,2,TRUE,FALSE
3/25/2023 3:00,326,166,25,3,TRUE,FALSE
3/25/2023 4:00,216,187,25,4,TRUE,FALSE
3/25/2023 5:00,444,369,25,5,TRUE,FALSE
3/25/2023 6:00,769,664,25,6,TRUE,FALSE
3/25/2023 7:00,1129,948,25,7,TRUE,FALSE
3/25/2023 8:00,1325,1155,25,8,TRUE,FALSE
3/25/2023 9:00,1416,1475,25,9,TRUE,FALSE
3/25/2023 10:00,1566,1660,25,10,TRUE,FALSE
3/25/2023 11:00,1651,1873,25,11,TRUE,FALSE
3/25/2023 12:00,1759,2002,25,12,TRUE,FALSE
3/25/2023 13:00,1976,2025,25,13,TRUE,FALSE
3/25/2023 14:00,2954,2061,25,14,TRUE,FALSE
3/25/2023 15:00,6496,2130,25,15,TRUE,FALSE
3/25/2023 16:00,5985,2428,25,16,TRUE,FALSE
3/25/2023 17:00,6328,2053,25,17,TRUE,FALSE
3/25/2023 18:00,5428,1245,25,18,TRUE,FALSE
3/25/2023 19:00,5025,1963,25,19,TRUE,FALSE
3/25/2023 20:00,2670,1897,25,20,TRUE,FALSE
3/25/2023 21:00,976,1810,25,21,TRUE,FALSE
3/25/2023 22:00,1520,1668,25,22,TRUE,FALSE
3/25/2023 23:00,2124,1317,25,23,TRUE,FALSE
3/26/2023 0:00,1731,1024,26,0,TRUE,FALSE
3/26/2023 1:00,1345,784,26,1,TRUE,FALSE
3/26/2023 2:00,1103,517,26,2,TRUE,FALSE
3/26/2023 3:00,572,286,26,3,TRUE,FALSE
3/26/2023 4:00,698,211,26,4,TRUE,FALSE
3/26/2023 5:00,872,400,26,5,TRUE,FALSE
3/26/2023 6:00,0,0,26,6,TRUE,FALSE
3/26/2023 7:00,0,0,26,7,TRUE,FALSE
3/26/2023 8:00,0,0,26,8,TRUE,FALSE
3/26/2023 9:00,0,0,26,9,TRUE,FALSE
3/26/2023 10:00,2057,1100,26,10,TRUE,FALSE
3/26/2023 11:00,2921,1425,26,11,TRUE,FALSE
3/26/2023 12:00,1408,1745,26,12,TRUE,FALSE
3/26/2023 13:00,1611,1723,26,13,TRUE,FALSE
3/26/2023 14:00,1838,1684,26,14,TRUE,FALSE
3/26/2023 15:00,2064,1929,26,15,TRUE,FALSE
3/26/2023 16:00,2871,1981,26,16,TRUE,FALSE
3/26/2023 17:00,842,1678,26,17,TRUE,FALSE
3/26/2023 18:00,1851.333333,1360,26,18,TRUE,FALSE
3/26/2023 19:00,2860.666667,1836,26,19,TRUE,FALSE
3/26/2023 20:00,3870,1697,26,20,TRUE,FALSE
3/26/2023 21:00,6080,1597,26,21,TRUE,FALSE
3/26/2023 22:00,8215,1311,26,22,TRUE,FALSE
3/26/2023 23:00,6335,877,26,23,TRUE,FALSE
3/27/2023 0:00,4601,533,27,0,FALSE,FALSE
3/27/2023 1:00,4043,403,27,1,FALSE,FALSE
3/27/2023 2:00,3596,190,27,2,FALSE,FALSE
3/27/2023 3:00,3188,264,27,3,FALSE,FALSE
3/27/2023 4:00,2373,332,27,4,FALSE,FALSE
3/27/2023 5:00,2827,813,27,5,FALSE,FALSE
3/27/2023 6:00,3841,1937,27,6,FALSE,FALSE
3/27/2023 7:00,3815,3433,27,7,FALSE,FALSE
3/27/2023 8:00,3272,3567,27,8,FALSE,FALSE
3/27/2023 9:00,2657,2868,27,9,FALSE,FALSE
3/27/2023 10:00,2326,2410,27,10,FALSE,FALSE
3/27/2023 11:00,2303,2433,27,11,FALSE,FALSE
3/27/2023 12:00,2976,2671,27,12,FALSE,FALSE
3/27/2023 13:00,2256,3013,27,13,FALSE,FALSE
3/27/2023 14:00,2279,3102,27,14,FALSE,FALSE
3/27/2023 15:00,2648,3647,27,15,FALSE,FALSE
3/27/2023 16:00,2614,4065,27,16,FALSE,FALSE
3/27/2023 17:00,1631,3701,27,17,FALSE,FALSE
3/27/2023 18:00,1419,2414,27,18,FALSE,FALSE
3/27/2023 19:00,1207,2596,27,19,FALSE,FALSE
3/27/2023 20:00,2711,1949,27,20,FALSE,FALSE
3/27/2023 21:00,5446,1767,27,21,FALSE,FALSE
3/27/2023 22:00,6870,1245,27,22,FALSE,FALSE
3/27/2023 23:00,7951,781,27,23,FALSE,FALSE
3/28/2023 0:00,6153,522,28,0,FALSE,FALSE
3/28/2023 1:00,1522,378,28,1,FALSE,FALSE
3/28/2023 2:00,1962,211,28,2,FALSE,FALSE
3/28/2023 3:00,2697,230,28,3,FALSE,FALSE
3/28/2023 4:00,2581,207,28,4,FALSE,FALSE
3/28/2023 5:00,3755,597,28,5,FALSE,FALSE
3/28/2023 6:00,4404,1774,28,6,FALSE,FALSE
3/28/2023 7:00,4619,3365,28,7,FALSE,FALSE
3/28/2023 8:00,6260,3627,28,8,FALSE,FALSE
3/28/2023 9:00,2585,2868,28,9,FALSE,FALSE
3/28/2023 10:00,790,2727,28,10,FALSE,FALSE
3/28/2023 11:00,578.3333333,2723,28,11,FALSE,FALSE
3/28/2023 12:00,366.6666667,2552,28,12,FALSE,FALSE
3/28/2023 13:00,155,2796,28,13,FALSE,FALSE
3/28/2023 14:00,3073,3229,28,14,FALSE,FALSE
3/28/2023 15:00,2686,3650,28,15,FALSE,FALSE
3/28/2023 16:00,3055,4329,28,16,FALSE,FALSE
3/28/2023 17:00,3472,3621,28,17,FALSE,FALSE
3/28/2023 18:00,2330,2356,28,18,FALSE,FALSE
3/28/2023 19:00,2486,2548,28,19,FALSE,FALSE
3/28/2023 20:00,2088,2039,28,20,FALSE,FALSE
3/28/2023 21:00,2251,1764,28,21,FALSE,FALSE
3/28/2023 22:00,1900,1271,28,22,FALSE,FALSE
3/28/2023 23:00,1358,894,28,23,FALSE,FALSE
3/29/2023 0:00,973,656,29,0,FALSE,FALSE
3/29/2023 1:00,631,485,29,1,FALSE,FALSE
3/29/2023 2:00,469,231,29,2,FALSE,FALSE
3/29/2023 3:00,243,206,29,3,FALSE,FALSE
3/29/2023 4:00,231,201,29,4,FALSE,FALSE
3/29/2023 5:00,873,571,29,5,FALSE,FALSE
3/29/2023 6:00,2729,1837,29,6,FALSE,FALSE
3/29/2023 7:00,4264,3206,29,7,FALSE,FALSE
3/29/2023 8:00,4489,3752,29,8,FALSE,FALSE
3/29/2023 9:00,307,2858,29,9,FALSE,FALSE
3/29/2023 10:00,1652,2764,29,10,FALSE,FALSE
3/29/2023 11:00,967,2647,29,11,FALSE,FALSE
3/29/2023 12:00,2734,2588,29,12,FALSE,FALSE
3/29/2023 13:00,1228,2819,29,13,FALSE,FALSE
3/29/2023 14:00,1121,3003,29,14,FALSE,FALSE
3/29/2023 15:00,1568,3561,29,15,FALSE,FALSE
3/29/2023 16:00,2522,3969,29,16,FALSE,FALSE
3/29/2023 17:00,5514,3373,29,17,FALSE,FALSE
3/29/2023 18:00,5777,2608,29,18,FALSE,FALSE
3/29/2023 19:00,5398,2945,29,19,FALSE,FALSE
3/29/2023 20:00,4575,2315,29,20,FALSE,FALSE
3/29/2023 21:00,5585,1941,29,21,FALSE,FALSE
3/29/2023 22:00,6264,1504,29,22,FALSE,FALSE
3/29/2023 23:00,4680,966,29,23,FALSE,FALSE
3/30/2023 0:00,4540,571,30,0,FALSE,FALSE
3/30/2023 1:00,4328,404,30,1,FALSE,FALSE
3/30/2023 2:00,4853,127,30,2,FALSE,FALSE
3/30/2023 3:00,4426,104,30,3,FALSE,FALSE
3/30/2023 4:00,4357,217,30,4,FALSE,FALSE
3/30/2023 5:00,5548,541,30,5,FALSE,FALSE
3/30/2023 6:00,7320,1830,30,6,FALSE,FALSE
3/30/2023 7:00,7603,3532,30,7,FALSE,FALSE
3/30/2023 8:00,4249,3702,30,8,FALSE,FALSE
3/30/2023 9:00,2217,2968,30,9,FALSE,FALSE
3/30/2023 10:00,1957,2933,30,10,FALSE,FALSE
3/30/2023 11:00,2381,2839,30,11,FALSE,FALSE
3/30/2023 12:00,3719,2843,30,12,FALSE,FALSE
3/30/2023 13:00,1539,2915,30,13,FALSE,FALSE
3/30/2023 14:00,2530,3126,30,14,FALSE,FALSE
3/30/2023 15:00,3269,3689,30,15,FALSE,FALSE
3/30/2023 16:00,5360,3479,30,16,FALSE,FALSE
3/30/2023 17:00,7184,3457,30,17,FALSE,FALSE
3/30/2023 18:00,6185,1936,30,18,FALSE,FALSE
3/30/2023 19:00,6784,2316,30,19,FALSE,FALSE
3/30/2023 20:00,5101,2212,30,20,FALSE,FALSE
3/30/2023 21:00,3857,1919,30,21,FALSE,FALSE
3/30/2023 22:00,2571,1657,30,22,FALSE,FALSE
3/30/2023 23:00,2009,981,30,23,FALSE,FALSE
3/31/2023 0:00,1291,731,31,0,FALSE,FALSE
3/31/2023 1:00,1282,394,31,1,FALSE,FALSE
3/31/2023 2:00,932,290,31,2,FALSE,FALSE
3/31/2023 3:00,393,262,31,3,FALSE,FALSE
3/31/2023 4:00,447,214,31,4,FALSE,FALSE
3/31/2023 5:00,977,577,31,5,FALSE,FALSE
3/31/2023 6:00,1680,1703,31,6,FALSE,FALSE
3/31/2023 7:00,2954,3810,31,7,FALSE,FALSE
3/31/2023 8:00,6239,3692,31,8,FALSE,FALSE
3/31/2023 9:00,3310,2888,31,9,FALSE,FALSE
3/31/2023 10:00,2428,2850,31,10,FALSE,FALSE
3/31/2023 11:00,1820,2783,31,11,FALSE,FALSE
3/31/2023 12:00,1669,2287,31,12,FALSE,FALSE
3/31/2023 13:00,1727,3061,31,13,FALSE,FALSE
3/31/2023 14:00,1984,3228,31,14,FALSE,FALSE
3/31/2023 15:00,2103,3756,31,15,FALSE,FALSE
3/31/2023 16:00,3017,4329,31,16,FALSE,FALSE
3/31/2023 17:00,2932,3850,31,17,FALSE,FALSE
3/31/2023 18:00,2633,2707,31,18,FALSE,FALSE
3/31/2023 19:00,2680,3001,31,19,FALSE,FALSE
3/31/2023 20:00,2507,2765,31,20,FALSE,FALSE
3/31/2023 21:00,2936,2367,31,21,FALSE,FALSE
3/31/2023 22:00,2760,1951,31,22,FALSE,FALSE
3/31/2023 23:00,1780,1480,31,23,FALSE,FALSE
4/1/2023 0:00,1685,1144,1,0,TRUE,FALSE
4/1/2023 1:00,1345,580,1,1,TRUE,FALSE
4/1/2023 2:00,856,466,1,2,TRUE,FALSE
4/1/2023 3:00,385,321,1,3,TRUE,FALSE
4/1/2023 4:00,261,247,1,4,TRUE,FALSE
4/1/2023 5:00,411,509,1,5,TRUE,FALSE
4/1/2023 6:00,788,749,1,6,TRUE,FALSE
4/1/2023 7:00,1526,1110,1,7,TRUE,FALSE
4/1/2023 8:00,1791,1271,1,8,TRUE,FALSE
4/1/2023 9:00,3640,1727,1,9,TRUE,FALSE
4/1/2023 10:00,1362,1816,1,10,TRUE,FALSE
4/1/2023 11:00,2492,2203,1,11,TRUE,FALSE
4/1/2023 12:00,2018,2314,1,12,TRUE,FALSE
4/1/2023 13:00,1932,2429,1,13,TRUE,FALSE
4/1/2023 14:00,2023,2528,1,14,TRUE,FALSE
4/1/2023 15:00,1880,2597,1,15,TRUE,FALSE
4/1/2023 16:00,2083,2721,1,16,TRUE,FALSE
4/1/2023 17:00,2217,2552,1,17,TRUE,FALSE
4/1/2023 18:00,1821,1947,1,18,TRUE,FALSE
4/1/2023 19:00,2300,2381,1,19,TRUE,FALSE
4/1/2023 20:00,2569,2454,1,20,TRUE,FALSE
4/1/2023 21:00,3208,2460,1,21,TRUE,FALSE
4/1/2023 22:00,2967,2309,1,22,TRUE,FALSE
4/1/2023 23:00,2402,1959,1,23,TRUE,FALSE
4/2/2023 0:00,2465,1713,2,0,TRUE,FALSE
4/2/2023 1:00,2877,1348,2,1,TRUE,FALSE
4/2/2023 2:00,1208,807,2,2,TRUE,FALSE
4/2/2023 3:00,565,381,2,3,TRUE,FALSE
4/2/2023 4:00,249,291,2,4,TRUE,FALSE
4/2/2023 5:00,353,533,2,5,TRUE,FALSE
4/2/2023 6:00,0,0,2,6,TRUE,FALSE
4/2/2023 7:00,0,0,2,7,TRUE,FALSE
4/2/2023 8:00,0,0,2,8,TRUE,FALSE
4/2/2023 9:00,0,0,2,9,TRUE,FALSE
4/2/2023 10:00,1199,1387,2,10,TRUE,FALSE
4/2/2023 11:00,1467,1625,2,11,TRUE,FALSE
4/2/2023 12:00,1615,1978,2,12,TRUE,FALSE
4/2/2023 13:00,1662,1967,2,13,TRUE,FALSE
4/2/2023 14:00,1886,1963,2,14,TRUE,FALSE
4/2/2023 15:00,2106,2046,2,15,TRUE,FALSE
4/2/2023 16:00,2187,2404,2,16,TRUE,FALSE
4/2/2023 17:00,2285,2024,2,17,TRUE,FALSE
4/2/2023 18:00,1622,1604,2,18,TRUE,FALSE
4/2/2023 19:00,2263,2204,2,19,TRUE,FALSE
4/2/2023 20:00,2548,2172,2,20,TRUE,FALSE
4/2/2023 21:00,2536,1920,2,21,TRUE,FALSE
4/2/2023 22:00,2949,1582,2,22,TRUE,FALSE
